"genelist","converted_alias"
"Diras1","ENSG00000176490"
"Slc39a3","ENSG00000141873"
"Sgta","ENSG00000104969"
"Thop1","ENSG00000172009"
"Creb3l3","ENSG00000060566"
"Map2k2","ENSG00000126934"
"Zbtb7a","ENSG00000178951"
"Pias4","ENSG00000105229"
"Eef2","ENSG00000167658"
"Dapk3","ENSG00000167657"
"Nmrk2","ENSG00000077009"
"Atcay","ENSG00000167654"
"Zfr2","ENSG00000105278"
"Matk","ENSG00000007264"
"Mrpl54","ENSG00000183617"
"Apba3","ENSG00000011132"
"Tjp3","ENSG00000105289"
"Pip5k1c","ENSG00000186111"
"Cactin","ENSG00000105298"
"Tbxa2r","ENSG00000006638"
"Gipc3","ENSG00000179855"
"Hmg20b","ENSG00000064961"
"Mfsd12","ENSG00000161091"
"Fzr1","ENSG00000105325"
"Dohh","ENSG00000129932"
"Nfic","ENSG00000141905"
"Celf5","ENSG00000161082"
"Ncln","ENSG00000125912"
"S1pr4","ENSG00000125910"
"Gna15","ENSG00000060558"
"Gna11","ENSG00000088256"
"Tle2","ENSG00000065717"
"Tle6","ENSG00000104953"
"Sirt6","ENSG00000077463"
"Ankrd24","ENSG00000089847"
"Zfp433","ENSG00000197647"
"Gm3055","ENSG00000197566"
"Tdg","ENSG00000139372"
"Glt8d2","ENSG00000120820"
"Hcfc2","ENSG00000111727"
"Nfyb","ENSG00000120837"
"Txnrd1","ENSG00000198431"
"Eid3","ENSG00000255150"
"Chst11","ENSG00000171310"
"Slc41a2","ENSG00000136052"
"Aldh1l2","ENSG00000136010"
"Appl2","ENSG00000136044"
"Nuak1","ENSG00000074590"
"Ckap4","ENSG00000136026"
"Tcp11l2","ENSG00000166046"
"Polr3b","ENSG00000013503"
"Rfx4","ENSG00000111783"
"Ric8b","ENSG00000111785"
"Cry1","ENSG00000008405"
"Pwp1","ENSG00000136045"
"Prdm4","ENSG00000110851"
"Ascl4","ENSG00000187855"
"Rtcb","ENSG00000100220"
"Bpifc","ENSG00000184459"
"Fbxo7","ENSG00000100225"
"Syn3","ENSG00000185666"
"Timp3","ENSG00000100234"
"Hsp90b1","ENSG00000166598"
"Nt5dc3","ENSG00000111696"
"Stab2","ENSG00000136011"
"1700113H08Rik","ENSG00000179088"
"Ascl1","ENSG00000139352"
"Pah","ENSG00000171759"
"Igf1","ENSG00000017427"
"Pmch","ENSG00000183395"
"Parpbp","ENSG00000185480"
"Nup37","ENSG00000075188"
"Dram1","ENSG00000136048"
"Gnptab","ENSG00000111670"
"Chpt1","ENSG00000111666"
"Sycp3","ENSG00000139351"
"Mybpc1","ENSG00000196091"
"Spic","ENSG00000166211"
"Arl1","ENSG00000120805"
"Utp20","ENSG00000120800"
"Slc5a8","ENSG00000256870"
"Ano4","ENSG00000151572"
"Gas2l3","ENSG00000139354"
"Nr1h4","ENSG00000012504"
"Slc17a8","ENSG00000179520"
"Scyl2","ENSG00000136021"
"Actr6","ENSG00000075089"
"Anks1b","ENSG00000185046"
"Apaf1","ENSG00000120868"
"Ikbip","ENSG00000166130"
"Slc25a3","ENSG00000075415"
"Tmpo","ENSG00000120802"
"Nedd1","ENSG00000139350"
"Cdk17","ENSG00000059758"
"Elk3","ENSG00000111145"
"Lta4h","ENSG00000111144"
"Hal","ENSG00000084110"
"Amdhd1","ENSG00000139344"
"Ccdc38","ENSG00000165972"
"Snrpf","ENSG00000139343"
"Ntn4","ENSG00000074527"
"Usp44","ENSG00000136014"
"Metap2","ENSG00000111142"
"Vezt","ENSG00000028203"
"Fgd6","ENSG00000180263"
"Nr2c1","ENSG00000120798"
"Ndufa12","ENSG00000184752"
"Tmcc3","ENSG00000057704"
"Plxnc1","ENSG00000136040"
"Cradd","ENSG00000169372"
"Socs2","ENSG00000120833"
"Mrpl42","ENSG00000198015"
"Ube2n","ENSG00000177889"
"Nudt4","ENSG00000173598"
"Eea1","ENSG00000102189"
"Btg1","ENSG00000133639"
"Dcn","ENSG00000011465"
"Lum","ENSG00000139329"
"Kera","ENSG00000139330"
"Epyc","ENSG00000083782"
"Ccer1","ENSG00000197651"
"Atp2b1","ENSG00000070961"
"Poc1b","ENSG00000139323"
"Galnt4","ENSG00000257594"
"Dusp6","ENSG00000139318"
"Kitl","ENSG00000049130"
"Tmtc3","ENSG00000139324"
"Cep290","ENSG00000198707"
"1700017N19Rik","ENSG00000165805"
"Mgat4c","ENSG00000182050"
"Nts","ENSG00000133636"
"Rassf9","ENSG00000198774"
"Alx1","ENSG00000180318"
"Lrriq1","ENSG00000133640"
"Slc6a15","ENSG00000072041"
"Tmtc2","ENSG00000179104"
"Mettl25","ENSG00000127720"
"Ccdc59","ENSG00000133773"
"Ppfia2","ENSG00000139220"
"Acss3","ENSG00000111058"
"Lin7a","ENSG00000111052"
"Myf5","ENSG00000111049"
"Myf6","ENSG00000111046"
"Ptprq","ENSG00000139304"
"Otogl","ENSG00000165899"
"Ppp1r12a","ENSG00000058272"
"Pawr","ENSG00000177425"
"Syt1","ENSG00000067715"
"Nav3","ENSG00000067798"
"E2f7","ENSG00000165891"
"Csrp2","ENSG00000175183"
"Zdhhc17","ENSG00000186908"
"Osbpl8","ENSG00000091039"
"Bbs10","ENSG00000179941"
"Nap1l1","ENSG00000187109"
"Phlda1","ENSG00000139289"
"Krr1","ENSG00000111615"
"Glipr1","ENSG00000139278"
"Glipr1l1","ENSG00000173401"
"Glipr1l2","ENSG00000180481"
"Glipr1l3","ENSG00000173401"
"Caps2","ENSG00000180881"
"Kcnc2","ENSG00000166006"
"Atxn7l3b","ENSG00000253719"
"Trhde","ENSG00000072657"
"Tph2","ENSG00000139287"
"Tbc1d15","ENSG00000121749"
"Rab21","ENSG00000080371"
"Tmem19","ENSG00000139291"
"Thap2","ENSG00000173451"
"Zfc3h1","ENSG00000133858"
"Lgr5","ENSG00000139292"
"Tspan8","ENSG00000127324"
"Ptprr","ENSG00000153233"
"Ptprb","ENSG00000127329"
"Kcnmb4","ENSG00000135643"
"Cnot2","ENSG00000111596"
"Myrfl","ENSG00000166268"
"Rab3ip","ENSG00000127328"
"Best3","ENSG00000127325"
"Lrrc10","ENSG00000198812"
"Cct2","ENSG00000166226"
"Frs2","ENSG00000166225"
"Yeats4","ENSG00000127337"
"Lyz2","ENSG00000090382"
"Lyz1","ENSG00000090382"
"Cpsf6","ENSG00000111605"
"Cpm","ENSG00000135678"
"Mdm2","ENSG00000135679"
"Slc35e3","ENSG00000175782"
"Nup107","ENSG00000111581"
"Rap1b","ENSG00000127314"
"Mdm1","ENSG00000111554"
"Il22","ENSG00000127318"
"Iltifb","ENSG00000127318"
"Ifng","ENSG00000111537"
"Dyrk2","ENSG00000127334"
"Cand1","ENSG00000111530"
"Grip1","ENSG00000155974"
"Helb","ENSG00000127311"
"Irak3","ENSG00000090376"
"Tmbim4","ENSG00000155957"
"Llph","ENSG00000139233"
"Msrb3","ENSG00000174099"
"Lemd3","ENSG00000174106"
"Wif1","ENSG00000156076"
"Tbc1d30","ENSG00000111490"
"Gns","ENSG00000135677"
"Rassf3","ENSG00000153179"
"Tbk1","ENSG00000183735"
"Xpot","ENSG00000184575"
"D930020B18Rik","ENSG00000185306"
"Srgap1","ENSG00000196935"
"Avpr1a","ENSG00000166148"
"Ppm1h","ENSG00000111110"
"Mon2","ENSG00000061987"
"Usp15","ENSG00000135655"
"Slc16a7","ENSG00000118596"
"Lrig3","ENSG00000139263"
"Ctdsp2","ENSG00000175215"
"Avil","ENSG00000135407"
"Tsfm","ENSG00000123297"
"Mettl1","ENSG00000037897"
"Cyp27b1","ENSG00000111012"
"Cdk4","ENSG00000135446"
"Tspan31","ENSG00000135452"
"Agap2","ENSG00000135439"
"Os9","ENSG00000135506"
"B4galnt1","ENSG00000135454"
"Arhgef25","ENSG00000240771"
"Dtx3","ENSG00000178498"
"Pip4k2c","ENSG00000166908"
"Kif5a","ENSG00000155980"
"Dctn2","ENSG00000175203"
"Mbd6","ENSG00000166987"
"Ddit3","ENSG00000175197"
"Arhgap9","ENSG00000123329"
"Gli1","ENSG00000111087"
"Inhbe","ENSG00000139269"
"Inhbc","ENSG00000175189"
"R3hdm2","ENSG00000179912"
"Stac3","ENSG00000185482"
"Ndufa4l2","ENSG00000185633"
"Shmt2","ENSG00000182199"
"Nxph4","ENSG00000182379"
"Lrp1","ENSG00000123384"
"Stat6","ENSG00000166888"
"Nab2","ENSG00000166886"
"Myo1a","ENSG00000166866"
"Tac2","ENSG00000166863"
"Zbtb39","ENSG00000166860"
"Gpr182","ENSG00000166856"
"Rdh1","ENSG00000139547"
"Rdh9","ENSG00000139547"
"Rdh16","ENSG00000139547"
"Rdh19","ENSG00000139547"
"Sdr9c7","ENSG00000170426"
"Hsd17b6","ENSG00000025423"
"Prim1","ENSG00000198056"
"Naca","ENSG00000196531"
"Ptges3","ENSG00000110958"
"Baz2a","ENSG00000076108"
"Rbms2","ENSG00000076067"
"Gls2","ENSG00000135423"
"Spryd4","ENSG00000176422"
"Mip","ENSG00000135517"
"Timeless","ENSG00000111602"
"Apof","ENSG00000175336"
"Stat2","ENSG00000170581"
"Il23a","ENSG00000110944"
"Pan2","ENSG00000135473"
"Cnpy2","ENSG00000257727"
"Cs","ENSG00000062485"
"Coq10a","ENSG00000135469"
"Ankrd52","ENSG00000139645"
"Slc39a5","ENSG00000139540"
"Nabp2","ENSG00000139579"
"Rnf41","ENSG00000181852"
"Smarcc2","ENSG00000139613"
"Myl6","ENSG00000092841"
"Myl6b","ENSG00000196465"
"Esyt1","ENSG00000139641"
"Zc3h10","ENSG00000135482"
"Pa2g4","ENSG00000170515"
"Erbb3","ENSG00000065361"
"Rps26","ENSG00000197728"
"Ikzf4","ENSG00000123411"
"Suox","ENSG00000139531"
"Rab5b","ENSG00000111540"
"Cdk2","ENSG00000123374"
"Pmel","ENSG00000185664"
"Dgka","ENSG00000065357"
"Mmp19","ENSG00000123342"
"Dnajc14","ENSG00000135392"
"Sarnp","ENSG00000205323"
"Ormdl2","ENSG00000123353"
"Gdf11","ENSG00000135414"
"Cd63","ENSG00000135404"
"Rdh5","ENSG00000135437"
"Bloc1s1","ENSG00000135441"
"Itga7","ENSG00000135424"
"Olfr765","ENSG00000179615"
"Olfr767","ENSG00000179615"
"Olfr781","ENSG00000205327"
"Olfr782","ENSG00000188324"
"Olfr790","ENSG00000187857"
"Olfr791","ENSG00000179695"
"Olfr792","ENSG00000185821"
"Olfr796","ENSG00000175398"
"Olfr798","ENSG00000185821"
"Olfr799","ENSG00000205327"
"Olfr802","ENSG00000205330"
"Olfr803","ENSG00000205329"
"Olfr804","ENSG00000188324"
"Olfr810","ENSG00000184954"
"Olfr821","ENSG00000197706"
"Olfr822","ENSG00000205328"
"Olfr825","ENSG00000170605"
"Olfr826","ENSG00000170605"
"Neurod4","ENSG00000123307"
"Tespa1","ENSG00000135426"
"Sfi1","ENSG00000198089"
"Drg1","ENSG00000185721"
"Eif4enif1","ENSG00000184708"
"Patz1","ENSG00000100105"
"Pik3ip1","ENSG00000100100"
"Limk2","ENSG00000182541"
"Rnf185","ENSG00000138942"
"Pla2g3","ENSG00000100078"
"Inpp5j","ENSG00000185133"
"Smtn","ENSG00000183963"
"Morc2a","ENSG00000133422"
"Osbp2","ENSG00000184792"
"4921536K21Rik","ENSG00000187658"
"Dusp18","ENSG00000167065"
"Slc35e4","ENSG00000100036"
"Tcn2","ENSG00000185339"
"Pes1","ENSG00000100029"
"Gal3st1","ENSG00000128242"
"Sec14l4","ENSG00000133488"
"Sec14l3","ENSG00000100012"
"Mtfp1","ENSG00000242114"
"Sec14l2","ENSG00000100003"
"Rnf215","ENSG00000099999"
"Ccdc157","ENSG00000187860"
"Sf3a1","ENSG00000099995"
"Tbc1d10a","ENSG00000099992"
"Osm","ENSG00000099985"
"Lif","ENSG00000128342"
"Hormad2","ENSG00000176635"
"Mtmr3","ENSG00000100330"
"Ascc2","ENSG00000100325"
"Uqcr10","ENSG00000184076"
"Zmat5","ENSG00000100319"
"Cabp7","ENSG00000100314"
"Nf2","ENSG00000186575"
"Nipsnap1","ENSG00000184117"
"Thoc5","ENSG00000100296"
"Nefh","ENSG00000100285"
"Ap1b1","ENSG00000100280"
"Gas2l1","ENSG00000185340"
"Rasl10a","ENSG00000100276"
"Rhbdd3","ENSG00000100263"
"Emid1","ENSG00000186998"
"Kremen1","ENSG00000183762"
"Znrf3","ENSG00000183579"
"Xbp1","ENSG00000100219"
"Ccdc117","ENSG00000159873"
"Mrps24","ENSG00000062582"
"Urgcp","ENSG00000106608"
"Dbnl","ENSG00000136279"
"Pgam2","ENSG00000164708"
"Polm","ENSG00000122678"
"Aebp1","ENSG00000106624"
"Pold2","ENSG00000106628"
"Myl7","ENSG00000106631"
"Gck","ENSG00000106633"
"Ykt6","ENSG00000106636"
"Camk2b","ENSG00000058404"
"Nudcd3","ENSG00000015676"
"Npc1l1","ENSG00000015520"
"Ddx56","ENSG00000136271"
"Tmed4","ENSG00000158604"
"Ogdh","ENSG00000105953"
"Zmiz2","ENSG00000122515"
"Ppia","ENSG00000196262"
"Purb","ENSG00000146676"
"Myo1g","ENSG00000136286"
"Ccm2","ENSG00000136280"
"Tbrg4","ENSG00000136270"
"Ramp3","ENSG00000122679"
"Adcy1","ENSG00000164742"
"Igfbp1","ENSG00000146678"
"Igfbp3","ENSG00000146674"
"Tns3","ENSG00000136205"
"Pkd1l1","ENSG00000158683"
"Hus1","ENSG00000136273"
"Sun3","ENSG00000164744"
"Gm11992","ENSG00000164746"
"Upp1","ENSG00000183696"
"Abca13","ENSG00000179869"
"Vwc2","ENSG00000188730"
"Zpbp","ENSG00000042813"
"Ikzf1","ENSG00000185811"
"Fignl1","ENSG00000132436"
"Ddc","ENSG00000132437"
"Grb10","ENSG00000106070"
"Cobl","ENSG00000106078"
"Vstm2a","ENSG00000170419"
"Sec61g","ENSG00000132432"
"Egfr","ENSG00000146648"
"Fbxo48","ENSG00000204923"
"Plek","ENSG00000115956"
"Cnrip1","ENSG00000119865"
"Ppp3r1","ENSG00000221823"
"Pno1","ENSG00000115946"
"C1d","ENSG00000197223"
"Etaa1","ENSG00000143971"
"Spred2","ENSG00000198369"
"Actr2","ENSG00000138071"
"Cep68","ENSG00000011523"
"Slc1a4","ENSG00000115902"
"Sertad2","ENSG00000179833"
"Aftph","ENSG00000119844"
"Lgalsl","ENSG00000119862"
"Peli1","ENSG00000197329"
"Vps54","ENSG00000143952"
"Ugp2","ENSG00000169764"
"Mdh1","ENSG00000014641"
"Wdpcp","ENSG00000143951"
"Otx1","ENSG00000115507"
"Ehbp1","ENSG00000115504"
"Tmem17","ENSG00000186889"
"B3gnt2","ENSG00000170340"
"Commd1","ENSG00000173163"
"Cct4","ENSG00000115484"
"Fam161a","ENSG00000170264"
"Xpo1","ENSG00000082898"
"Usp34","ENSG00000115464"
"1700093K21Rik","ENSG00000237651"
"Pex13","ENSG00000162928"
"Pus10","ENSG00000162927"
"Rel","ENSG00000162924"
"Papolg","ENSG00000115421"
"Bcl11a","ENSG00000119866"
"Fancl","ENSG00000115392"
"Vrk2","ENSG00000028116"
"Ccdc85a","ENSG00000055813"
"Efemp1","ENSG00000115380"
"Pnpt1","ENSG00000138035"
"Ccdc88a","ENSG00000115355"
"Mtif2","ENSG00000085760"
"Rps27a","ENSG00000143947"
"Clhc1","ENSG00000127423"
"Rtn4","ENSG00000115310"
"Eml6","ENSG00000214595"
"Sptbn1","ENSG00000115306"
"4930505A04Rik","ENSG00000177994"
"Acyp2","ENSG00000170634"
"Psme4","ENSG00000068878"
"Gpr75","ENSG00000119737"
"Erlec1","ENSG00000068912"
"Chac2","ENSG00000143942"
"Stc2","ENSG00000113739"
"Bod1","ENSG00000145919"
"Cpeb4","ENSG00000113742"
"4930524B15Rik","ENSG00000185056"
"Il9r","ENSG00000124334"
"Snrnp25","ENSG00000161981"
"Rhbdf1","ENSG00000007384"
"Nprl3","ENSG00000103148"
"Mpg","ENSG00000103152"
"Hba-x","ENSG00000130656"
"Hba-a1","ENSG00000188536"
"Hbq1b","ENSG00000086506"
"Hba-a2","ENSG00000188536"
"Sh3pxd2b","ENSG00000174705"
"Ubtd2","ENSG00000168246"
"Efcab9","ENSG00000214360"
"Stk10","ENSG00000072786"
"Fbxw11","ENSG00000072803"
"Smim23","ENSG00000185662"
"Fgf18","ENSG00000156427"
"Npm1","ENSG00000181163"
"Tlx3","ENSG00000164438"
"Ranbp17","ENSG00000204764"
"Gabrp","ENSG00000094755"
"Kcnip1","ENSG00000182132"
"Kcnmb1","ENSG00000145936"
"Lcp2","ENSG00000043462"
"Foxi1","ENSG00000168269"
"Dock2","ENSG00000134516"
"Spdl1","ENSG00000040275"
"Slit3","ENSG00000184347"
"Pank3","ENSG00000120137"
"Wwc1","ENSG00000113645"
"Tenm2","ENSG00000145934"
"Mat2b","ENSG00000038274"
"Hmmr","ENSG00000072571"
"Nudcd2","ENSG00000170584"
"Ccng1","ENSG00000113328"
"Gabrg2","ENSG00000113327"
"Gabra1","ENSG00000022355"
"Gabra6","ENSG00000145863"
"Gabrb2","ENSG00000145864"
"Atp10b","ENSG00000118322"
"Pttg1","ENSG00000164611"
"Slu7","ENSG00000164609"
"C1qtnf2","ENSG00000145861"
"Fabp6","ENSG00000170231"
"Pwwp2a","ENSG00000170234"
"Ttc1","ENSG00000113312"
"Adra1b","ENSG00000170214"
"Il12b","ENSG00000113302"
"Ublcp1","ENSG00000164332"
"Rnf145","ENSG00000145860"
"Ebf1","ENSG00000164330"
"Clint1","ENSG00000113282"
"Lsm11","ENSG00000155858"
"Thg1l","ENSG00000113272"
"Sox30","ENSG00000039600"
"Adam19","ENSG00000135074"
"Nipal4","ENSG00000172548"
"Cyfip2","ENSG00000055163"
"Fndc9","ENSG00000172568"
"Itk","ENSG00000113263"
"Med7","ENSG00000155868"
"Havcr2","ENSG00000135077"
"Timd4","ENSG00000145850"
"Sgcd","ENSG00000170624"
"Trim41","ENSG00000146063"
"Trim7","ENSG00000146054"
"Olfr56","ENSG00000185372"
"Olfr1396","ENSG00000182613"
"Btnl9","ENSG00000165810"
"Zfp62","ENSG00000196670"
"Mgat1","ENSG00000131446"
"Olfr1386","ENSG00000174339"
"Olfr1385","ENSG00000174339"
"Olfr1383","ENSG00000188558"
"Flt4","ENSG00000037280"
"Scgb3a1","ENSG00000161055"
"Cnot6","ENSG00000113300"
"Gfpt2","ENSG00000131459"
"Mapk9","ENSG00000050748"
"Rasgef1c","ENSG00000146090"
"Rnf130","ENSG00000113269"
"Tbc1d9b","ENSG00000197226"
"Sqstm1","ENSG00000161011"
"Mgat4b","ENSG00000161013"
"Ltc4s","ENSG00000213316"
"Maml1","ENSG00000161021"
"Canx","ENSG00000127022"
"Cby3","ENSG00000204659"
"Hnrnph1","ENSG00000169045"
"Rufy1","ENSG00000176783"
"Adamts2","ENSG00000087116"
"Zfp354c","ENSG00000177932"
"Zfp879","ENSG00000234284"
"Grm6","ENSG00000113262"
"Zfp454","ENSG00000178187"
"Zfp2","ENSG00000198939"
"Zfp354b","ENSG00000178338"
"Prop1","ENSG00000175325"
"Zfp354a","ENSG00000169131"
"Clk4","ENSG00000113240"
"Col23a1","ENSG00000050767"
"Phykpl","ENSG00000175309"
"Hnrnpab","ENSG00000197451"
"Nhp2","ENSG00000145912"
"Rmnd5b","ENSG00000145916"
"N4bp3","ENSG00000145911"
"Sec24a","ENSG00000113615"
"Sar1b","ENSG00000152700"
"Jade2","ENSG00000043143"
"Cdkn2aipnl","ENSG00000237190"
"Ube2b","ENSG00000119048"
"Cdkl3","ENSG00000006837"
"Ppp2ca","ENSG00000113575"
"Skp1a","ENSG00000113558"
"Vdac1","ENSG00000213585"
"9530068E07Rik","ENSG00000113583"
"Fstl4","ENSG00000053108"
"Hspa4","ENSG00000170606"
"Aff4","ENSG00000072364"
"Leap2","ENSG00000164406"
"Uqcrq","ENSG00000164405"
"Gdf9","ENSG00000164404"
"Shroom1","ENSG00000164403"
"Sowaha","ENSG00000198944"
"Kif3a","ENSG00000131437"
"Il4","ENSG00000113520"
"Il13","ENSG00000169194"
"Rad50","ENSG00000113522"
"Il5","ENSG00000113525"
"Irf1","ENSG00000125347"
"Slc22a5","ENSG00000197375"
"Slc22a4","ENSG00000197208"
"Pdlim4","ENSG00000131435"
"P4ha2","ENSG00000072682"
"Csf2","ENSG00000164400"
"Acsl6","ENSG00000164398"
"Fnip1","ENSG00000217128"
"Rapgef6","ENSG00000158987"
"Cdc42se2","ENSG00000158985"
"Lyrm7","ENSG00000186687"
"Hint1","ENSG00000169567"
"Gpx3","ENSG00000211445"
"Tnip1","ENSG00000145901"
"Anxa6","ENSG00000197043"
"Gm2a","ENSG00000196743"
"Slc36a3","ENSG00000186334"
"Slc36a2","ENSG00000186335"
"Slc36a1","ENSG00000123643"
"Fat2","ENSG00000086570"
"Sparc","ENSG00000113140"
"Atox1","ENSG00000177556"
"G3bp1","ENSG00000145907"
"Glra1","ENSG00000145888"
"Nmur2","ENSG00000132911"
"Gria1","ENSG00000155511"
"Fam114a2","ENSG00000055147"
"Mfap3","ENSG00000037749"
"Galnt10","ENSG00000164574"
"Sap30l","ENSG00000164576"
"Hand1","ENSG00000113196"
"Larp1","ENSG00000155506"
"Cnot8","ENSG00000155508"
"Gemin5","ENSG00000082516"
"Mrpl22","ENSG00000082515"
"Irgm2","ENSG00000237693"
"Zfp692","ENSG00000171163"
"Zfp672","ENSG00000171161"
"Sh3bp5l","ENSG00000175137"
"Lypd8","ENSG00000259823"
"Olfr331","ENSG00000196944"
"Olfr330","ENSG00000196944"
"Olfr329-ps","ENSG00000196944"
"Olfr328","ENSG00000196944"
"Olfr224","ENSG00000196944"
"Olfr325","ENSG00000196944"
"Olfr323","ENSG00000197591"
"Trim58","ENSG00000162722"
"Olfr322","ENSG00000238243"
"Olfr320","ENSG00000187080"
"Olfr318","ENSG00000187080"
"Olfr316","ENSG00000187080"
"Olfr314","ENSG00000177462"
"Zfp39","ENSG00000227124"
"Rnf187","ENSG00000168159"
"Trim17","ENSG00000162931"
"Trim11","ENSG00000154370"
"Obscn","ENSG00000154358"
"Iba57","ENSG00000181873"
"Gjc2","ENSG00000198835"
"Guk1","ENSG00000143774"
"Mrpl55","ENSG00000162910"
"2310033P09Rik","ENSG00000143793"
"Arf1","ENSG00000143761"
"Wnt3a","ENSG00000154342"
"Wnt9a","ENSG00000143816"
"Prss38","ENSG00000185888"
"Snap47","ENSG00000143740"
"Jmjd4","ENSG00000081692"
"Zfp867","ENSG00000198551"
"Zkscan17","ENSG00000162714"
"Nlrp3","ENSG00000162711"
"Olfr222","ENSG00000177535"
"Mprip","ENSG00000133030"
"Flcn","ENSG00000154803"
"Cops3","ENSG00000141030"
"Nt5m","ENSG00000205309"
"Med9","ENSG00000141026"
"Rasd1","ENSG00000108551"
"Pemt","ENSG00000133027"
"Rai1","ENSG00000108557"
"Srebf1","ENSG00000072310"
"Tom1l2","ENSG00000175662"
"Atpaf2","ENSG00000171953"
"Gid4","ENSG00000141034"
"Drg2","ENSG00000108591"
"Myo15","ENSG00000091536"
"Alkbh5","ENSG00000091542"
"Llgl1","ENSG00000131899"
"Flii","ENSG00000177731"
"Mief2","ENSG00000177427"
"Top3a","ENSG00000177302"
"Smcr8","ENSG00000176994"
"Shmt1","ENSG00000176974"
"Dhrs7b","ENSG00000109016"
"Tmem11","ENSG00000178307"
"Map2k3","ENSG00000034152"
"Kcnj12","ENSG00000184185"
"Tnfrsf13b","ENSG00000240505"
"Usp22","ENSG00000124422"
"Aldh3a1","ENSG00000108602"
"Aldh3a2","ENSG00000072210"
"Slc47a1","ENSG00000142494"
"Rnf112","ENSG00000128482"
"Mfap4","ENSG00000166482"
"Mapk7","ENSG00000166484"
"B9d1","ENSG00000108641"
"Epn2","ENSG00000072134"
"Grap","ENSG00000154016"
"Slc5a10","ENSG00000154025"
"Fam83g","ENSG00000188522"
"Prpsap2","ENSG00000141127"
"Ulk2","ENSG00000083290"
"Akap10","ENSG00000108599"
"Specc1","ENSG00000128487"
"Adora2b","ENSG00000170425"
"Zswim7","ENSG00000214941"
"Ttc19","ENSG00000011295"
"Ncor1","ENSG00000141027"
"Pigl","ENSG00000108474"
"Cenpv","ENSG00000166582"
"Trpv2","ENSG00000187688"
"Zfp287","ENSG00000141040"
"Zfp286","ENSG00000187607"
"Trim16","ENSG00000221926"
"Fbxw10","ENSG00000171931"
"Tvp23b","ENSG00000171928"
"Cdrt4","ENSG00000239704"
"Tekt3","ENSG00000125409"
"Pmp22","ENSG00000109099"
"Hs3st3b1","ENSG00000125430"
"Cox10","ENSG00000006695"
"Hs3st3a1","ENSG00000153976"
"Elac2","ENSG00000006744"
"Arhgap44","ENSG00000006740"
"Myocd","ENSG00000141052"
"Map2k4","ENSG00000065559"
"Zkscan6","ENSG00000154957"
"Dnah9","ENSG00000007174"
"Shisa6","ENSG00000188803"
"Pirt","ENSG00000233670"
"Tmem220","ENSG00000187824"
"Adprm","ENSG00000170222"
"Sco1","ENSG00000133028"
"Myh3","ENSG00000109063"
"Myh2","ENSG00000125414"
"Myh1","ENSG00000109061"
"Myh4","ENSG00000264424"
"Myh8","ENSG00000133020"
"Myh13","ENSG00000006788"
"Gas7","ENSG00000007237"
"Glp2r","ENSG00000065325"
"Rcvrn","ENSG00000109047"
"Dhrs7c","ENSG00000184544"
"Usp43","ENSG00000154914"
"Stx8","ENSG00000170310"
"Ntn1","ENSG00000065320"
"Pik3r5","ENSG00000141506"
"Pik3r6","ENSG00000276231"
"Mfsd6l","ENSG00000185156"
"Ccdc42","ENSG00000161973"
"Myh10","ENSG00000133026"
"Ndel1","ENSG00000166579"
"Rnf222","ENSG00000189051"
"Rpl26","ENSG00000161970"
"Odf4","ENSG00000184650"
"Arhgef15","ENSG00000198844"
"Slc25a35","ENSG00000125434"
"Rangrf","ENSG00000108961"
"Pfas","ENSG00000178921"
"Ctc1","ENSG00000178971"
"Aurkb","ENSG00000178999"
"Tmem107","ENSG00000179029"
"Vamp2","ENSG00000220205"
"Per1","ENSG00000179094"
"Hes7","ENSG00000179111"
"Aloxe3","ENSG00000179148"
"Alox12b","ENSG00000179477"
"Alox8","ENSG00000179593"
"Gucy2e","ENSG00000132518"
"Cntrob","ENSG00000170037"
"Trappc1","ENSG00000170043"
"Kcnab3","ENSG00000170049"
"Chd3","ENSG00000170004"
"Cyb5d1","ENSG00000182224"
"Naa38","ENSG00000183011"
"Tmem88","ENSG00000167874"
"Kdm6b","ENSG00000132510"
"Dnah2","ENSG00000183914"
"Efnb3","ENSG00000108947"
"Wrap53","ENSG00000141499"
"Trp53","ENSG00000141510"
"Atp1b2","ENSG00000129244"
"Shbg","ENSG00000129214"
"Sat2","ENSG00000141504"
"Fxr2","ENSG00000129245"
"Sox15","ENSG00000129194"
"Mpdu1","ENSG00000129255"
"Cd68","ENSG00000129226"
"Eif4a1","ENSG00000161960"
"Senp3","ENSG00000161956"
"Tnfsf13","ENSG00000161955"
"Tnfsf12","ENSG00000239697"
"Polr2a","ENSG00000181222"
"Slc35g3","ENSG00000259224"
"Zbtb4","ENSG00000174282"
"Chrnb1","ENSG00000170175"
"Fgf11","ENSG00000161958"
"Tmem102","ENSG00000181284"
"Spem1","ENSG00000181323"
"Nlgn2","ENSG00000169992"
"Tmem256","ENSG00000205544"
"Plscr3","ENSG00000187838"
"Tnk1","ENSG00000174292"
"Tmem95","ENSG00000182896"
"Kctd11","ENSG00000213859"
"Acap1","ENSG00000072818"
"Neurl4","ENSG00000215041"
"Gps2","ENSG00000132522"
"Eif5a","ENSG00000132507"
"Ybx2","ENSG00000006047"
"Slc2a4","ENSG00000181856"
"Cldn7","ENSG00000181885"
"Elp5","ENSG00000170291"
"Ctdnep1","ENSG00000175826"
